ages,male_AF_left-volume_0.025_centile,male_AF_left-volume_0.5_centile,male_AF_left-volume_0.975_centile,female_AF_left-volume_0.025_centile,female_AF_left-volume_0.5_centile,female_AF_left-volume_0.975_centile
71.82202202202203,15460.350274519906,33079.182311267956,44845.198479191626,15608.544172411552,32108.076379842296,43122.36386898449
71.91201201201201,15449.130509962253,33070.37551426959,44838.13167874703,15597.71100012212,32099.674698854964,43115.564951785294
72.002002002002,15437.918563516594,33061.58083337294,44831.08168192804,15586.88535798401,32091.284817860505,43108.78220560021
72.09199199199199,15426.71442398044,33052.798254253095,44824.048474926945,15576.067234903572,32082.90672311816,43102.015617146964
72.18198198198198,15415.518080154912,33044.027762571626,44817.032043915824,15565.256619789938,32074.54040087409,43095.26517312388
72.27197197197198,15404.329520844956,33035.26934397712,44810.032375047274,15554.453501555217,32066.185837361747,43088.530860210485
72.36196196196197,15393.148734859344,33026.52298410507,44803.04945445428,15543.657869114633,32057.84301880209,43081.81266506783
72.45195195195195,15381.975711011059,33017.78866857866,44796.0832682511,15532.8697113866,32049.51193140376,43075.11057433851
72.54194194194194,15370.810438117394,33009.06638300893,44789.13380253375,15522.089017293189,32041.192561363867,43068.42457464795
72.63193193193193,15359.652905000006,33000.35611299484,44782.20104337984,15511.315775759836,32032.884894867493,43061.754652603544
72.72192192192192,15348.503100485164,32991.65784412376,44775.28497684932,15500.549975715954,32024.58891808878,43055.10079479622
72.81191191191192,15337.361013403928,32982.97156197178,44768.38558898492,15489.791606094803,32016.304617190694,43048.46298780003
72.90190190190191,15326.22663259222,32974.29725210387,44761.502865812254,15479.040655833678,32008.031978325333,43041.84121817261
72.9918918918919,15315.099946891098,32965.63490007433,44754.6367933406,15468.297113874292,31999.77098763471,43035.235472456225
73.08188188188188,15303.980945146863,32956.98449142711,44747.787357563066,15457.560969162632,31991.52163125036,43028.64573717717
73.17187187187187,15292.869616211157,32948.34601169582,44740.954544456814,15446.832210649256,31983.283895293953,43022.07199884664
73.26186186186186,15281.765948941054,32939.71944640399,44734.13833998332,15436.110827289423,31975.05776587752,43015.51424396099
73.35185185185185,15270.66993219956,32931.1047810661,44727.33873008971,15425.396808043368,31966.843229103924,43008.972459002405
73.44184184184185,15259.581554855267,32922.502001186665,44720.55570070764,15414.690141876139,31958.640271066586,43002.44663043848
73.53183183183184,15248.50080578283,32913.91109226142,44713.78923775473,15403.990817758056,31950.44887785028,42995.93674472327
73.62182182182183,15237.4276738631,32905.33203977739,44707.03932713478,15393.29882466479,31942.26903553133,42989.442788297594
73.71181181181181,15226.362147983078,32896.76482921283,44700.3059547376,15382.61415157733,31934.100730177503,42982.964747588834
73.8018018018018,15215.304217036144,32888.20944603769,44693.5891064397,15371.936787482247,31925.94394784847,42976.50260901156
73.89179179179179,15204.25386992233,32879.66587571408,44686.888768104836,15361.266721371938,31917.798674596288,42970.05635896819
73.98178178178178,15193.211095548233,32871.134103696175,44680.20492558391,15350.603942244532,31909.664896465245,42963.62598384877
74.07177177177178,15182.175882827421,32862.61411543092,44673.53756471597,15339.948439104322,31901.542599492604,42957.21147003193
74.16176176176177,15171.148220680252,32854.10589635769,44666.88667132757,15329.3002009616,31893.431769708248,42950.81280388442
74.25175175175175,15160.12809803428,32845.60943190903,44660.25223123401,15318.659216832986,31885.33239313539,42944.429971762096
74.34174174174174,15149.115503824109,32837.124707510484,44653.63423023887,15308.025475741384,31877.24445579043,42938.062960009636
74.43173173173173,15138.110426991865,32828.65170858134,44647.03265413518,15297.398966716359,31869.16794368365,42931.711754961536
74.52172172172172,15127.112856487152,32820.1904205347,44640.447488705395,15286.779678794148,31861.10284281925,42925.37634294217
74.61171171171172,15116.122781266957,32811.74082877715,44633.87871972096,15276.167601017667,31853.049139195282,42919.05671026553
74.70170170170171,15105.140190296268,32803.30291871,44627.32633294408,15265.562722436818,31845.006818804333,42912.75284323643
74.7916916916917,15094.165072547745,32794.87667572871,44620.79031412677,15254.965032108481,31836.975867633406,42906.46472815003
74.88168168168168,15083.197417002086,32786.46208522348,44614.27064901179,15244.374519096844,31828.95627166459,42900.19235129292
74.97167167167167,15072.237212648048,32778.05913257935,44607.767323332715,15233.791172473157,31820.948016874536,42893.93569894239
75.06166166166166,15061.284448482638,32769.66780317655,44601.28032281437,15223.214981316258,31812.9510892355,42887.69475736773
75.15165165165165,15050.339113511256,32761.288082390794,44594.80963317333,15212.645934712444,31804.965474715063,42881.46951282998
75.24164164164165,15039.401196747642,32752.91995559311,44588.355240117555,15202.084021755676,31796.991159276506,42875.25995158229
75.33163163163164,15028.470687214183,32744.56340815053,44581.91712934739,15191.529231547682,31789.02812887901,42869.06605987032
75.42162162162163,15017.547573941842,32736.218425425814,44575.49528655517,15180.981553197962,31781.07636947763,42862.88782393205
